TransactionAmount,TransactionType,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,CustomerOccupation,Location,Channel,TransactionDate,PreviousTransactionDate,Label
408.46,Debit,64,28,1,3140.79,Retired,Raleigh,Branch,2023-03-01 16:17:46,2024-11-04 08:08:20,0
1162.42,Credit,30,45,1,10357.26,Doctor,Detroit,Online,2023-08-23 16:35:42,2024-11-04 08:09:09,1
342.17,Credit,21,247,1,461.83,Student,New York,Branch,2023-12-14 16:09:42,2024-11-04 08:08:32,3
580.71,Debit,53,95,1,5670.0,Engineer,Philadelphia,ATM,2023-09-20 16:37:48,2024-11-04 08:10:54,0
821.54,Credit,79,36,1,4040.32,Retired,Atlanta,Branch,2023-08-22 18:11:16,2024-11-04 08:11:57,1
253.47,Debit,20,238,1,220.51,Student,Atlanta,Branch,2023-06-14 17:07:08,2024-11-04 08:08:12,2
22.81,Debit,62,75,1,3634.76,Retired,New York,Online,2023-05-29 17:53:03,2024-11-04 08:07:59,0
266.57,Credit,39,96,1,7180.48,Engineer,Boston,Online,2023-07-03 17:56:59,2024-11-04 08:07:10,1
374.61,Credit,75,37,1,1389.71,Retired,Mesa,Online,2023-08-29 18:30:36,2024-11-04 08:11:24,1
339.35,Credit,78,70,1,5002.7,Retired,Boston,ATM,2023-02-03 16:08:47,2024-11-04 08:08:17,1
810.36,Debit,20,67,1,9239.12,Student,Columbus,ATM,2023-01-17 16:59:03,2024-11-04 08:07:19,2
9.83,Debit,24,86,1,666.42,Student,Memphis,ATM,2023-07-24 17:04:17,2024-11-04 08:09:03,2
135.57,Credit,51,116,1,11351.64,Doctor,Boston,Branch,2023-06-14 17:17:34,2024-11-04 08:11:44,1
340.05,Debit,43,37,1,7234.15,Engineer,Detroit,ATM,2023-10-27 17:26:53,2024-11-04 08:07:43,0
283.45,Debit,27,127,1,2049.51,Engineer,Colorado Springs,Branch,2023-10-17 17:24:47,2024-11-04 08:08:51,0
100.99,Debit,68,114,1,8865.27,Doctor,New York,ATM,2023-05-29 16:20:29,2024-11-04 08:09:12,0
90.88,Debit,18,176,1,3908.47,Student,Albuquerque,Branch,2023-02-20 16:48:49,2024-11-04 08:07:13,2
655.15,Debit,26,264,1,5587.44,Engineer,Seattle,ATM,2023-01-02 16:22:54,2024-11-04 08:07:15,0
320.55,Debit,50,118,1,438.75,Engineer,Milwaukee,Online,2023-05-01 17:11:47,2024-11-04 08:08:14,0
41.51,Debit,28,48,1,609.6,Student,Phoenix,Online,2023-10-04 16:47:33,2024-11-04 08:11:54,2
71.53,Credit,68,39,1,2393.73,Retired,Jacksonville,Branch,2023-10-30 16:49:25,2024-11-04 08:12:00,1
467.13,Credit,54,45,1,3914.84,Retired,Kansas City,Branch,2023-09-28 17:18:26,2024-11-04 08:06:58,1
235.4,Debit,28,70,1,818.36,Student,Detroit,Branch,2023-09-26 17:02:25,2024-11-04 08:10:13,2
159.32,Debit,18,100,1,304.44,Student,Seattle,Branch,2023-01-16 18:57:13,2024-11-04 08:10:32,2
50.83,Credit,30,48,1,9553.42,Doctor,Philadelphia,Online,2023-12-18 16:06:14,2024-11-04 08:10:06,1
56.89,Credit,59,56,1,3034.67,Engineer,Houston,Branch,2023-02-03 18:03:56,2024-11-04 08:09:52,1
20.22,Debit,43,138,1,5515.32,Engineer,Jacksonville,ATM,2023-03-10 18:26:19,2024-11-04 08:06:32,0
50.4,Debit,36,84,1,1677.01,Doctor,San Antonio,Branch,2023-03-27 17:02:44,2024-11-04 08:07:17,0
73.88,Debit,53,131,1,4055.55,Retired,Los Angeles,Branch,2023-05-08 17:42:36,2024-11-04 08:08:11,0
119.61,Debit,33,53,1,9899.94,Doctor,San Diego,ATM,2023-03-14 16:21:01,2024-11-04 08:07:28,0
1241.05,Debit,18,129,1,756.74,Student,Miami,Branch,2023-11-21 16:26:41,2024-11-04 08:11:48,2
116.58,Debit,43,247,1,2620.74,Engineer,Raleigh,Branch,2023-08-31 16:38:18,2024-11-04 08:06:50,0
1919.11,Debit,30,161,1,11090.24,Doctor,Portland,ATM,2023-06-27 17:48:25,2024-11-04 08:10:27,0
391.96,Debit,64,79,1,2174.16,Retired,Nashville,ATM,2023-06-19 16:21:58,2024-11-04 08:06:47,0
156.26,Credit,46,160,1,7854.1,Engineer,Virginia Beach,Branch,2023-01-02 17:49:44,2024-11-04 08:09:29,1
427.0,Credit,49,163,1,8253.65,Engineer,Oklahoma City,Branch,2023-07-31 17:04:29,2024-11-04 08:07:30,1
443.68,Debit,18,137,1,874.15,Student,Tucson,ATM,2023-04-25 18:58:32,2024-11-04 08:10:26,2
101.76,Debit,31,26,1,6043.25,Doctor,Philadelphia,Branch,2023-02-20 17:27:24,2024-11-04 08:11:08,0
67.57,Debit,37,107,1,2766.12,Engineer,Charlotte,Branch,2023-08-17 16:44:38,2024-11-04 08:11:15,0
326.29,Debit,56,179,1,8171.26,Engineer,Denver,Online,2023-12-06 17:10:35,2024-11-04 08:10:44,0
158.56,Debit,33,100,1,5401.21,Doctor,Sacramento,ATM,2023-02-28 17:28:13,2024-11-04 08:10:48,0
56.02,Debit,27,142,1,3548.02,Student,Memphis,Online,2023-06-19 17:50:29,2024-11-04 08:07:58,2
288.28,Debit,27,36,1,160.83,Student,Portland,Online,2023-01-17 17:11:24,2024-11-04 08:06:33,2
245.67,Credit,24,107,1,752.25,Student,Portland,Branch,2023-01-02 18:35:07,2024-11-04 08:07:45,3
152.18,Credit,39,176,4,2459.84,Engineer,Los Angeles,Online,2023-08-07 16:57:22,2024-11-04 08:10:50,1
114.35,Credit,41,21,1,469.12,Engineer,El Paso,Branch,2023-11-27 16:16:19,2024-11-04 08:10:13,1
373.27,Credit,61,79,1,8441.61,Doctor,Miami,Online,2023-07-18 18:03:03,2024-11-04 08:06:36,1
504.63,Debit,60,168,1,3806.16,Engineer,Portland,Online,2023-11-13 17:07:10,2024-11-04 08:07:50,0
126.22,Debit,46,77,4,6133.41,Engineer,Atlanta,ATM,2023-05-04 16:25:15,2024-11-04 08:07:41,0
820.15,Debit,47,181,1,8802.97,Doctor,Kansas City,Branch,2023-12-18 16:33:01,2024-11-04 08:10:34,0
986.81,Credit,68,127,1,14881.77,Doctor,Houston,Online,2023-03-31 16:52:35,2024-11-04 08:09:09,1
8.37,Debit,63,135,1,1106.34,Retired,Colorado Springs,ATM,2023-01-12 16:21:27,2024-11-04 08:11:23,0
197.49,Credit,53,30,1,5005.33,Retired,Fresno,Online,2023-07-03 16:36:45,2024-11-04 08:06:40,1
637.97,Debit,58,90,1,7949.03,Retired,New York,Branch,2023-10-23 17:17:18,2024-11-04 08:07:56,0
13.52,Debit,26,65,1,259.77,Student,Seattle,ATM,2023-05-15 16:51:28,2024-11-04 08:06:30,2
432.1,Debit,49,240,1,2114.3,Engineer,San Francisco,ATM,2023-03-20 16:28:17,2024-11-04 08:10:16,0
375.17,Debit,51,66,2,5495.3,Engineer,Fort Worth,ATM,2023-06-08 17:20:53,2024-11-04 08:11:26,0
642.68,Debit,50,94,1,8461.46,Doctor,Fresno,Branch,2023-02-17 16:57:11,2024-11-04 08:08:38,0
78.44,Credit,52,292,1,6870.84,Retired,San Jose,Online,2023-11-21 17:25:30,2024-11-04 08:10:39,1
139.72,Debit,49,201,1,5058.83,Engineer,Memphis,Branch,2023-01-16 17:53:00,2024-11-04 08:08:24,0
499.99,Debit,31,296,1,8885.0,Engineer,San Jose,Branch,2023-08-02 16:01:17,2024-11-04 08:09:05,0
10.07,Debit,24,49,1,530.81,Student,Albuquerque,Online,2023-01-17 16:47:41,2024-11-04 08:08:57,2
120.62,Debit,23,85,1,9379.53,Student,Raleigh,ATM,2023-02-27 16:37:11,2024-11-04 08:06:39,2
578.49,Debit,59,180,1,6475.13,Retired,Nashville,Branch,2023-10-16 17:46:51,2024-11-04 08:06:50,0
119.3,Debit,34,22,5,319.04,Engineer,Mesa,Branch,2023-08-28 16:08:54,2024-11-04 08:08:55,0
280.92,Debit,41,168,1,5298.85,Doctor,Phoenix,Online,2024-01-01 18:21:50,2024-11-04 08:06:41,0
42.42,Debit,21,102,1,490.57,Student,Sacramento,Online,2023-06-01 17:19:57,2024-11-04 08:09:11,2
77.03,Debit,67,259,1,11310.27,Doctor,Fresno,ATM,2023-06-19 16:57:53,2024-11-04 08:08:06,0
22.59,Debit,62,45,1,3988.75,Retired,Seattle,ATM,2023-03-27 16:12:36,2024-11-04 08:08:22,0
568.76,Debit,51,155,1,7484.32,Retired,Baltimore,ATM,2023-10-09 16:48:50,2024-11-04 08:12:09,0
25.94,Credit,58,211,5,4815.11,Retired,San Jose,Online,2023-10-16 18:53:31,2024-11-04 08:06:38,1
105.94,Debit,51,207,1,5963.1,Engineer,Oklahoma City,Branch,2023-08-07 16:02:55,2024-11-04 08:09:59,0
733.29,Debit,52,94,5,10427.0,Doctor,Virginia Beach,ATM,2023-03-15 18:42:16,2024-11-04 08:07:12,0
350.15,Credit,21,195,1,296.47,Student,Fresno,ATM,2023-11-27 16:18:25,2024-11-04 08:08:37,3
1151.18,Debit,65,105,1,1100.06,Doctor,Kansas City,ATM,2023-08-25 17:26:27,2024-11-04 08:07:02,0
183.67,Debit,19,238,1,910.26,Student,San Diego,Online,2023-06-26 16:11:29,2024-11-04 08:11:05,2
278.27,Debit,29,123,1,6684.34,Doctor,Tucson,Branch,2023-04-10 16:47:55,2024-11-04 08:09:58,0
470.3,Debit,40,88,1,8524.09,Doctor,Austin,ATM,2023-09-12 18:46:45,2024-11-04 08:08:00,0
261.69,Debit,53,84,1,5126.65,Retired,Philadelphia,ATM,2023-11-27 17:29:25,2024-11-04 08:09:09,0
365.04,Debit,22,94,1,873.89,Student,Virginia Beach,Branch,2023-03-06 16:29:57,2024-11-04 08:12:08,2
211.1,Debit,57,136,1,7059.77,Retired,Miami,Branch,2023-09-14 16:58:48,2024-11-04 08:07:01,0
21.49,Debit,58,240,1,11991.24,Doctor,Denver,ATM,2023-05-04 16:51:17,2024-11-04 08:08:08,0
63.58,Debit,18,199,1,8086.04,Student,Columbus,ATM,2023-09-11 17:43:14,2024-11-04 08:11:56,2
321.86,Debit,63,167,1,12626.49,Doctor,San Antonio,ATM,2023-07-24 16:25:51,2024-11-04 08:06:35,0
12.11,Debit,75,127,1,1730.28,Retired,Jacksonville,Branch,2023-12-12 16:17:27,2024-11-04 08:07:10,0
642.54,Debit,44,28,1,3143.17,Engineer,Milwaukee,Branch,2023-05-10 18:49:20,2024-11-04 08:10:37,0
210.45,Debit,27,146,1,1242.49,Student,Las Vegas,ATM,2023-12-11 16:47:05,2024-11-04 08:06:24,2
313.65,Credit,55,173,1,1886.36,Retired,Chicago,Branch,2023-01-30 16:08:07,2024-11-04 08:10:49,1
99.76,Debit,26,131,1,416.89,Student,Sacramento,Branch,2023-08-07 16:21:37,2024-11-04 08:06:26,2
115.32,Debit,53,113,1,5929.08,Retired,Denver,Branch,2023-07-25 17:24:07,2024-11-04 08:08:36,0
33.61,Debit,23,72,1,479.08,Student,Milwaukee,Online,2023-08-21 17:25:00,2024-11-04 08:08:40,2
498.59,Credit,33,32,1,5862.99,Doctor,Oklahoma City,Online,2023-01-30 16:20:26,2024-11-04 08:06:58,1
98.81,Debit,27,91,1,797.1,Student,San Francisco,Branch,2023-09-04 16:48:13,2024-11-04 08:08:11,2
1.87,Debit,65,147,1,7287.94,Retired,Washington,ATM,2023-10-20 18:34:41,2024-11-04 08:09:48,0
78.92,Credit,59,95,1,5624.86,Engineer,Jacksonville,Online,2023-06-15 18:57:42,2024-11-04 08:08:28,1
194.29,Credit,39,10,1,2988.41,Engineer,Seattle,Branch,2023-01-23 16:05:42,2024-11-04 08:08:57,1
28.73,Debit,53,185,1,2712.96,Engineer,Kansas City,ATM,2023-10-31 16:11:57,2024-11-04 08:08:37,0
105.53,Debit,24,88,1,1433.66,Student,Colorado Springs,Online,2023-06-16 16:36:20,2024-11-04 08:10:14,2
737.34,Debit,30,34,1,7336.56,Doctor,Miami,Online,2023-03-20 17:45:22,2024-11-04 08:08:06,0
237.86,Debit,18,210,1,475.63,Student,Philadelphia,ATM,2023-02-06 17:48:39,2024-11-04 08:10:20,2
409.61,Debit,65,89,1,11698.15,Doctor,Kansas City,Branch,2023-07-26 16:05:48,2024-11-04 08:10:16,0
75.53,Credit,21,157,1,1034.35,Student,Fresno,Online,2023-08-21 17:36:05,2024-11-04 08:07:11,3
72.75,Debit,64,15,1,12042.79,Doctor,Phoenix,ATM,2023-05-01 16:30:03,2024-11-04 08:07:19,0
39.11,Debit,26,143,1,518.54,Student,Columbus,Online,2023-09-01 18:05:37,2024-11-04 08:08:27,2
1309.79,Debit,23,139,1,1258.93,Student,San Francisco,ATM,2023-03-06 16:33:43,2024-11-04 08:11:14,2
729.38,Debit,68,90,1,9127.65,Doctor,Los Angeles,ATM,2023-11-14 17:23:43,2024-11-04 08:08:16,0
137.49,Debit,34,50,1,4471.05,Engineer,Fort Worth,ATM,2023-07-26 16:54:08,2024-11-04 08:07:04,0
504.71,Debit,29,61,1,6214.54,Engineer,Detroit,Online,2023-04-10 18:27:51,2024-11-04 08:08:37,0
371.47,Credit,24,58,1,1187.04,Student,Milwaukee,Branch,2023-05-30 16:15:10,2024-11-04 08:07:09,3
430.35,Debit,36,205,1,354.9,Doctor,Charlotte,Online,2023-02-20 17:23:03,2024-11-04 08:10:51,0
230.32,Debit,35,56,1,791.46,Engineer,Las Vegas,Branch,2023-05-15 18:15:33,2024-11-04 08:08:34,0
121.71,Debit,52,140,1,5878.89,Retired,Chicago,ATM,2023-09-05 17:02:23,2024-11-04 08:11:23,0
98.87,Debit,20,179,1,533.2,Student,Detroit,Online,2023-01-03 17:51:07,2024-11-04 08:06:58,2
117.55,Debit,24,35,1,897.94,Student,Fresno,ATM,2023-05-19 16:35:07,2024-11-04 08:11:13,2
244.64,Debit,30,103,1,9159.56,Doctor,Tucson,Branch,2023-02-21 18:41:39,2024-11-04 08:06:53,0
321.93,Debit,45,12,1,4392.73,Engineer,Nashville,ATM,2023-12-04 18:27:11,2024-11-04 08:07:51,0
1092.73,Debit,58,11,1,1390.98,Retired,Columbus,Branch,2023-01-23 17:24:29,2024-11-04 08:07:50,0
283.23,Debit,40,98,1,2008.77,Engineer,El Paso,Online,2023-02-06 16:48:45,2024-11-04 08:07:38,0
346.65,Debit,30,60,1,6356.96,Engineer,Washington,Online,2024-01-01 16:17:13,2024-11-04 08:06:58,0
381.62,Debit,64,164,1,6009.12,Retired,Las Vegas,Online,2023-01-27 16:40:28,2024-11-04 08:11:46,0
388.65,Debit,76,43,1,7896.85,Retired,Oklahoma City,ATM,2023-02-21 16:02:33,2024-11-04 08:08:15,0
29.22,Debit,24,151,1,1649.43,Student,San Antonio,ATM,2023-07-06 18:16:05,2024-11-04 08:09:03,2
46.75,Debit,67,150,1,2840.43,Retired,Colorado Springs,Branch,2023-07-31 17:37:31,2024-11-04 08:09:20,0
348.64,Debit,57,128,1,3274.96,Retired,San Jose,Online,2023-06-09 17:12:09,2024-11-04 08:11:22,0
319.17,Debit,73,81,1,6501.56,Retired,Tucson,Online,2023-01-11 16:58:02,2024-11-04 08:08:49,0
73.95,Debit,26,76,1,363.92,Student,Kansas City,ATM,2023-11-03 16:39:45,2024-11-04 08:07:22,2
389.63,Debit,27,99,1,9748.48,Engineer,Mesa,Online,2023-02-16 16:20:06,2024-11-04 08:08:55,0
217.61,Debit,19,45,1,1404.53,Student,Chicago,ATM,2023-03-16 17:36:31,2024-11-04 08:10:08,2
199.84,Debit,21,150,1,706.44,Student,Dallas,ATM,2023-01-16 16:01:34,2024-11-04 08:09:14,2
56.35,Debit,44,75,1,5095.73,Doctor,Charlotte,ATM,2023-02-09 16:09:00,2024-11-04 08:07:36,0
248.95,Credit,65,29,1,3059.79,Retired,San Francisco,Branch,2023-06-16 16:19:35,2024-11-04 08:09:32,1
142.58,Debit,33,145,1,7844.23,Engineer,San Antonio,ATM,2023-06-19 16:20:51,2024-11-04 08:06:46,0
1020.73,Debit,28,87,1,1119.61,Student,Fort Worth,ATM,2023-07-24 16:42:06,2024-11-04 08:11:32,2
84.34,Debit,58,248,3,5313.97,Retired,Memphis,Online,2023-06-08 16:27:56,2024-11-04 08:09:31,0
1607.55,Debit,31,156,1,6227.99,Engineer,Phoenix,ATM,2023-09-07 16:27:03,2024-11-04 08:07:33,0
333.78,Debit,60,98,1,6810.94,Retired,San Diego,ATM,2023-11-30 17:53:48,2024-11-04 08:07:50,0
332.59,Debit,55,143,1,1457.07,Retired,San Antonio,Online,2023-07-13 17:50:13,2024-11-04 08:09:05,0
236.81,Debit,22,15,1,813.68,Student,Oklahoma City,Branch,2023-10-26 16:59:55,2024-11-04 08:07:18,2
417.8,Credit,27,130,1,1518.82,Student,Philadelphia,Branch,2023-06-26 16:21:14,2024-11-04 08:09:17,3
319.27,Debit,50,150,1,10269.78,Doctor,San Antonio,ATM,2023-08-07 16:54:58,2024-11-04 08:12:18,0
384.1,Debit,42,172,1,672.79,Engineer,Detroit,Branch,2023-05-24 18:32:58,2024-11-04 08:11:42,0
820.62,Credit,61,158,1,6024.8,Doctor,Fresno,Branch,2023-03-03 17:18:59,2024-11-04 08:07:28,1
474.77,Credit,56,50,1,2158.59,Engineer,Indianapolis,Online,2023-12-25 16:28:20,2024-11-04 08:08:36,1
542.72,Credit,43,92,1,6011.8,Doctor,Indianapolis,Branch,2023-09-04 18:37:57,2024-11-04 08:08:53,1
79.8,Debit,73,76,1,6372.58,Retired,Fort Worth,ATM,2023-12-22 17:17:34,2024-11-04 08:06:48,0
46.24,Debit,57,52,1,2569.56,Engineer,San Diego,Branch,2023-03-13 16:05:46,2024-11-04 08:07:24,0
327.8,Debit,61,54,1,10585.48,Doctor,San Francisco,ATM,2023-11-23 17:44:29,2024-11-04 08:09:18,0
445.79,Debit,52,161,1,717.99,Doctor,Las Vegas,ATM,2023-07-07 17:19:39,2024-11-04 08:12:05,0
55.89,Debit,72,150,1,3689.65,Retired,Fresno,Online,2023-08-17 16:54:30,2024-11-04 08:11:33,0
158.41,Debit,28,16,1,1512.16,Student,Sacramento,Branch,2023-02-09 16:28:58,2024-11-04 08:10:03,2
101.19,Credit,64,75,1,14389.45,Doctor,Denver,Online,2023-11-29 18:38:41,2024-11-04 08:09:44,1
827.14,Debit,36,265,4,9800.21,Engineer,El Paso,Branch,2023-01-17 17:25:13,2024-11-04 08:08:14,0
61.97,Debit,74,95,1,7014.69,Retired,Phoenix,ATM,2023-05-22 18:45:23,2024-11-04 08:10:47,0
27.21,Debit,79,102,1,3520.61,Retired,San Jose,ATM,2023-06-14 16:34:54,2024-11-04 08:06:49,0
173.74,Debit,80,64,1,4913.42,Retired,Houston,Online,2023-09-08 17:48:22,2024-11-04 08:11:52,0
176.11,Debit,38,105,1,9155.35,Engineer,San Jose,Branch,2023-08-10 16:48:55,2024-11-04 08:10:30,0
88.4,Debit,46,174,1,2567.53,Engineer,Fort Worth,Online,2023-11-10 18:02:07,2024-11-04 08:09:41,0
567.92,Debit,53,14,1,3779.47,Retired,Columbus,Online,2023-06-20 16:27:07,2024-11-04 08:12:12,0
138.11,Credit,68,104,1,4177.65,Retired,Phoenix,Online,2023-12-11 17:29:02,2024-11-04 08:07:04,1
456.93,Credit,28,193,1,7284.76,Engineer,Virginia Beach,Branch,2023-09-26 16:18:33,2024-11-04 08:09:29,1
101.42,Debit,66,146,1,6530.59,Retired,Atlanta,Online,2023-04-25 17:00:15,2024-11-04 08:12:22,0
300.61,Debit,44,51,1,7895.54,Doctor,El Paso,Online,2023-05-01 17:21:46,2024-11-04 08:11:56,0
265.94,Debit,54,132,1,6781.3,Engineer,Boston,Online,2023-06-05 16:11:07,2024-11-04 08:06:37,0
345.54,Debit,29,50,1,2091.78,Engineer,San Diego,Online,2023-01-24 16:05:40,2024-11-04 08:11:09,0
411.52,Debit,41,88,1,11108.39,Doctor,Los Angeles,ATM,2023-01-10 17:40:16,2024-11-04 08:09:13,0
111.21,Debit,35,111,1,9088.36,Doctor,Portland,Branch,2023-08-21 18:36:41,2024-11-04 08:12:12,0
316.37,Debit,53,86,1,4671.69,Engineer,Colorado Springs,ATM,2023-08-28 17:34:17,2024-11-04 08:08:00,0
260.63,Debit,37,142,1,7534.73,Engineer,Fort Worth,Branch,2023-12-20 18:58:27,2024-11-04 08:08:49,0
92.36,Debit,29,144,1,6353.14,Engineer,Dallas,ATM,2023-03-27 16:48:34,2024-11-04 08:07:55,0
262.06,Debit,63,118,1,13587.52,Doctor,Oklahoma City,Branch,2023-09-11 16:09:15,2024-11-04 08:10:23,0
64.5,Debit,74,230,1,1351.24,Retired,Denver,ATM,2023-08-17 18:32:19,2024-11-04 08:08:31,0
253.55,Debit,28,85,5,2797.26,Engineer,Jacksonville,ATM,2023-01-11 16:56:58,2024-11-04 08:09:12,0
408.28,Credit,21,125,3,1222.77,Student,Nashville,Branch,2023-03-15 16:33:09,2024-11-04 08:10:10,3
175.94,Debit,57,89,1,3728.04,Retired,Indianapolis,ATM,2023-06-05 16:16:13,2024-11-04 08:07:11,0
199.47,Debit,57,142,1,6067.44,Doctor,Detroit,Online,2023-08-14 16:26:38,2024-11-04 08:07:22,0
51.07,Debit,63,133,1,4292.16,Retired,Dallas,Branch,2023-01-23 18:06:58,2024-11-04 08:12:12,0
435.86,Debit,56,134,1,3801.82,Retired,Jacksonville,ATM,2023-12-29 17:17:48,2024-11-04 08:09:18,0
74.73,Credit,64,162,1,6353.22,Retired,Jacksonville,Branch,2023-01-30 17:17:38,2024-11-04 08:08:26,1
182.79,Credit,23,14,1,1251.85,Student,Louisville,Online,2023-10-25 16:21:15,2024-11-04 08:06:54,3
628.36,Debit,44,108,1,11869.71,Doctor,Austin,Online,2023-01-20 16:09:37,2024-11-04 08:07:32,0
268.39,Debit,29,177,1,9409.43,Doctor,San Antonio,Online,2023-02-21 18:13:02,2024-11-04 08:11:45,0
362.27,Debit,80,47,1,6003.59,Retired,Jacksonville,ATM,2023-05-11 16:36:38,2024-11-04 08:07:35,0
560.15,Credit,50,92,1,817.83,Engineer,Memphis,Online,2023-08-14 18:01:36,2024-11-04 08:10:51,1
351.99,Debit,80,45,2,3663.64,Retired,Chicago,ATM,2023-06-12 16:58:04,2024-11-04 08:11:23,0
132.36,Debit,28,160,1,319.65,Student,Colorado Springs,Branch,2023-03-13 17:01:57,2024-11-04 08:10:05,2
24.77,Credit,40,17,1,478.23,Engineer,Nashville,Online,2023-11-01 16:55:58,2024-11-04 08:07:20,1
668.67,Debit,44,143,4,13446.81,Doctor,Detroit,Online,2023-11-07 17:38:05,2024-11-04 08:06:29,0
80.24,Credit,53,58,1,8012.81,Doctor,New York,Branch,2023-05-19 17:28:42,2024-11-04 08:12:13,1
8.65,Debit,68,198,1,4201.22,Retired,Mesa,ATM,2023-11-20 16:28:19,2024-11-04 08:11:35,0
178.91,Debit,18,19,1,8870.89,Student,Omaha,ATM,2023-03-15 16:37:04,2024-11-04 08:07:06,2
115.22,Debit,27,108,1,906.2,Engineer,San Francisco,Branch,2023-12-08 17:05:33,2024-11-04 08:09:07,2
161.63,Debit,46,276,1,9286.37,Doctor,San Jose,Online,2023-12-25 16:32:44,2024-11-04 08:08:21,0
542.75,Credit,70,63,1,2224.08,Retired,Nashville,Branch,2023-12-07 18:28:50,2024-11-04 08:08:27,1
317.47,Credit,67,16,1,14639.28,Doctor,Sacramento,Online,2023-05-01 17:31:34,2024-11-04 08:07:58,1
280.99,Debit,45,29,1,9733.59,Engineer,Houston,Branch,2023-02-20 18:03:01,2024-11-04 08:07:24,0
24.19,Debit,29,28,1,2756.2,Engineer,San Diego,ATM,2023-02-08 17:33:08,2024-11-04 08:07:26,0
586.85,Debit,36,86,1,6655.15,Doctor,Mesa,ATM,2023-08-15 16:57:27,2024-11-04 08:12:18,0
372.41,Debit,55,143,1,3233.87,Retired,San Diego,ATM,2023-06-19 18:12:16,2024-11-04 08:06:34,0
63.17,Debit,20,148,1,1676.57,Student,Fresno,ATM,2023-07-25 18:28:57,2024-11-04 08:07:18,2
383.69,Debit,54,285,1,8371.11,Engineer,Colorado Springs,Online,2023-10-31 17:06:08,2024-11-04 08:10:03,0
247.17,Credit,65,149,1,2611.64,Retired,Chicago,Branch,2023-05-22 17:58:55,2024-11-04 08:07:43,1
48.78,Credit,18,136,1,552.06,Student,Kansas City,Branch,2023-08-11 16:43:41,2024-11-04 08:10:11,3
4.15,Credit,60,119,1,6017.36,Retired,Omaha,Branch,2023-10-19 16:34:39,2024-11-04 08:09:48,1
60.99,Debit,34,58,1,7281.46,Engineer,Oklahoma City,Branch,2023-08-01 17:14:17,2024-11-04 08:07:51,0
408.19,Debit,26,241,1,6847.47,Engineer,Mesa,Branch,2023-12-15 16:48:08,2024-11-04 08:08:29,0
524.6,Debit,58,76,1,13017.7,Doctor,El Paso,Branch,2023-04-07 17:37:34,2024-11-04 08:09:46,0
108.96,Debit,26,247,1,7597.66,Student,Milwaukee,ATM,2023-10-10 18:12:07,2024-11-04 08:06:40,2
70.03,Debit,63,49,1,7330.31,Retired,Nashville,Branch,2023-12-18 18:34:33,2024-11-04 08:07:55,0
124.84,Debit,52,79,1,6711.78,Retired,Louisville,Online,2023-09-22 17:44:42,2024-11-04 08:11:28,0
324.04,Debit,54,30,1,2248.06,Retired,Virginia Beach,ATM,2023-07-05 16:49:05,2024-11-04 08:08:07,0
39.69,Debit,70,163,1,3524.68,Retired,Austin,Online,2023-04-24 17:16:27,2024-11-04 08:07:44,0
157.7,Credit,58,46,1,8332.58,Engineer,Omaha,Branch,2023-12-01 17:29:15,2024-11-04 08:11:00,1
81.27,Credit,22,68,1,1814.48,Student,Seattle,Online,2023-11-07 16:36:34,2024-11-04 08:10:47,3
193.82,Debit,37,176,1,3886.77,Engineer,Kansas City,Branch,2023-04-20 17:52:46,2024-11-04 08:12:09,0
16.73,Debit,79,165,1,7591.13,Retired,Omaha,Online,2023-11-30 17:48:36,2024-11-04 08:08:04,0
474.05,Debit,57,214,1,1484.31,Retired,San Jose,ATM,2023-08-10 18:30:37,2024-11-04 08:10:46,0
39.21,Debit,66,245,4,9385.57,Doctor,Miami,ATM,2023-05-10 16:15:31,2024-11-04 08:11:52,0
637.75,Debit,79,152,1,4202.92,Retired,Dallas,Branch,2023-07-24 16:07:05,2024-11-04 08:08:51,0
153.59,Credit,66,174,1,4813.12,Retired,Portland,Branch,2023-05-04 17:43:59,2024-11-04 08:09:43,1
186.6,Debit,18,139,1,9716.68,Student,Tucson,Branch,2023-10-25 16:03:16,2024-11-04 08:10:37,2
644.08,Debit,24,55,1,1980.62,Student,Atlanta,Online,2023-05-08 17:29:00,2024-11-04 08:07:18,2
226.66,Debit,41,168,1,10216.25,Doctor,Austin,Branch,2023-12-27 18:55:13,2024-11-04 08:07:45,0
305.0,Debit,22,222,1,944.83,Student,Phoenix,ATM,2023-10-12 17:20:30,2024-11-04 08:06:50,2
233.1,Credit,42,37,1,7469.2,Doctor,Nashville,Branch,2023-01-16 17:28:48,2024-11-04 08:11:39,1
793.13,Debit,68,76,1,13389.16,Doctor,Memphis,Online,2023-05-10 16:38:07,2024-11-04 08:09:45,0
224.19,Debit,52,93,1,8475.47,Doctor,Houston,ATM,2023-09-21 16:42:38,2024-11-04 08:07:34,0
214.83,Credit,23,63,1,991.69,Student,Tucson,ATM,2023-03-20 18:12:30,2024-11-04 08:11:45,3
163.46,Credit,63,111,1,6953.8,Retired,Baltimore,Branch,2023-09-08 17:09:54,2024-11-04 08:11:32,1
194.99,Debit,34,91,1,1370.03,Engineer,Jacksonville,Branch,2023-12-01 17:01:30,2024-11-04 08:07:50,0
23.4,Debit,46,175,4,14851.28,Doctor,El Paso,ATM,2023-02-08 18:27:49,2024-11-04 08:07:14,0
